"2","3","4","5","6","7","8","9","10"
412314,737222,816369,781990,719323,654681,594021,538271,487313
413818,739339,817513,782563,719543,654569,593625,537597,486353
415919,743556,823770,788977,725543,659948,598413,541780,489973
412297,736532,816184,781364,718450,653557,592683,536674,485469
413523,738938,818245,783734,721216,656387,595370,539276,488077
418001,747065,827088,791707,727911,661993,600080,543216,491211
422144,754813,836636,801532,737378,671037,608805,551478,499066
418679,749678,831290,796021,731612,664989,602455,545152,492775
414753,741337,820236,785249,721770,656211,594748,538303,486486
418987,747273,826964,791957,728385,662806,601223,544570,492730
417039,744292,824123,788601,724984,659432,597901,541359,489687
416479,742264,820789,785748,722681,657511,596333,540134,488760
418636,747288,826914,791842,728156,662450,600804,544246,492501
412264,735126,814505,779788,716911,651853,590946,534977,483759
419760,750073,830252,794501,730609,664812,603095,546278,494303
415672,740997,820474,785657,722330,656919,595514,539077,487580
416501,742694,821534,786648,723008,657396,595813,539317,487567
416167,744127,824182,789386,726108,660770,599303,542705,490858
415915,745294,825780,790791,726963,660993,599167,542470,490667
414779,740989,820651,785680,722696,657746,596701,540593,489320
420545,752737,834730,799852,735996,669787,607568,550364,498110
420480,752232,833427,798270,734411,668456,606456,549398,497187
413159,737761,815789,781021,718070,653028,591979,535865,484635
416319,743134,822312,787354,724300,659153,598015,541765,490256
417403,747871,829430,795078,731783,666313,604814,548191,496319
415775,741628,820385,785520,722519,657391,596093,539641,488087
416621,743454,823535,788627,725490,660245,598928,542488,490826
416072,744462,824662,789743,726383,660898,599468,542899,491057
420819,751798,832749,797270,733172,667144,605058,547897,495650
415205,743723,824416,789619,726162,660689,599204,542616,490890
413376,739472,819596,784942,721711,656374,595090,538850,487461
412171,736033,814567,779624,716737,651957,591193,535335,484252
415908,744278,824453,789619,726381,661021,599645,543300,491736
417688,745502,825136,790094,726324,660295,598414,541674,489864
418096,747019,827496,792685,729273,663789,602402,545896,494195
419477,749968,831056,795739,731640,665544,603350,546315,494090
412728,736618,814903,779436,716058,650774,589572,533472,482094
416117,743602,823153,787834,724389,658776,597144,540542,488741
420550,751015,831383,796429,732536,666448,604307,547097,494749
415587,742685,822712,787767,724319,658767,597251,540705,488963
416391,741788,820538,785551,722924,658282,597517,541634,490464
416667,742702,822062,786886,723170,657403,595884,539394,487840
416665,742884,821476,786008,722641,657145,595880,539542,488071
419193,751245,833376,798614,734756,668710,606746,549786,497724
420131,750133,830726,795398,731317,665123,603205,546222,494032
415028,740623,819728,784810,721532,656601,595799,539826,488670
411011,732770,810827,776320,713889,649326,588757,533190,482254
414913,740444,818953,783776,720724,655538,594312,538032,486656
415107,741195,820647,785643,722381,657234,596028,539736,488294
417752,747250,828353,793378,729553,663466,601500,544566,492731
416955,747539,828737,793848,730226,664509,602768,545995,494047
414892,741508,820662,785716,722225,656808,595437,539078,487600
412603,735041,813762,778747,715849,650856,589890,533814,482542
415757,740197,819118,784118,721065,656084,595124,539091,487799
414796,743109,823875,789524,726183,660780,599531,543114,491491
419199,749664,830975,796010,731986,665949,603934,546944,494800
415903,740815,819349,784263,721265,656209,595062,538900,487620
422298,754853,836330,800917,736552,670138,607639,550200,497698
418216,747531,828212,792749,728756,662875,601112,544447,492574
414698,740421,819505,784556,721703,656609,595545,539431,488103
415009,741446,820513,785021,721448,656101,594868,538702,487321
411798,734068,812575,778086,715551,650789,590114,534202,483189
418104,748688,830153,795300,731612,665816,603952,547153,495119
417479,747655,828699,793979,730235,664290,602482,545696,493859
418016,745643,825896,791036,727752,662295,600806,544297,492656
413853,739234,818525,783582,720422,655214,593995,537663,486109
415385,743320,823819,788895,725322,659652,597976,541383,489745
418150,747240,827834,793195,729961,664789,603658,547491,496216
412691,738270,818815,784332,720839,655264,593728,537266,485592
415359,743732,824332,789592,725912,660151,598445,541865,490164
417604,746119,826965,792017,728077,662009,599971,542804,490634
420158,753127,834985,800255,736370,670280,608128,550950,498699
419273,749047,829784,794679,731110,665365,603533,546630,494627
416670,745345,826652,791626,727992,662334,600515,543729,491840
417353,745016,825103,789743,726165,660420,598706,541945,490156
414852,740986,820316,785306,721685,655861,594057,537371,485649
415776,742768,823126,788295,725155,659869,598492,542075,490406
416576,745708,826560,792326,729347,664108,602734,546268,494582
421606,755600,836908,801149,736918,670576,608306,550988,498532
413518,737364,815680,780677,717267,651906,590719,534488,483227
420395,751938,832975,797876,734432,668647,606901,550093,498084
416151,744517,824782,789892,726526,661133,599644,543159,491488
413674,739194,818299,782961,719625,654148,592793,536383,484745
419515,750164,830299,794561,730236,664088,602030,545072,492982
412382,737548,816660,781624,718353,652996,591597,535204,483779
414555,740884,820024,785047,721288,655648,594202,537656,486133
413315,737903,816589,781421,718276,653235,592174,536161,484926
412664,737577,817181,782546,719373,653982,592472,535726,483900
414602,741102,821560,787188,724347,659125,597892,541538,490096
417961,746408,825417,789872,726180,660391,598689,541903,489987
414520,743357,824267,789465,725832,660077,598415,541850,490146
417480,745421,825345,790513,727078,661594,600167,543710,492178
415661,742353,821665,786778,723616,658351,597084,540694,489164
413484,737667,816440,781987,718983,653955,592872,536844,485568
417184,744021,823710,788922,725475,659986,598659,542312,490667
416393,747250,828053,793312,729774,664134,602440,545723,493792
412565,735898,814817,779934,717068,652080,591247,535349,484265
416852,745061,825329,790275,726620,660916,599167,542460,490566
414933,740595,820372,785492,722235,656807,595320,538860,487295
415705,740445,819324,784038,720639,655247,593904,537526,485946
