"wstp","woth","wbad","wout","stp.blogs","stp.news","stp.twitter","stp.total","oth.blogs","oth.news","oth.twitter","oth.total","bad.blogs","bad.news","bad.twitter","bad.total","out.blogs","out.news","out.twitter","out.total"
145,6989,11,40684,0.49053641066671,0.426713584948709,0.438945840971317,0.453608155350982,0.414226271631547,0.464660646852175,0.479542491764383,0.450676817523724,0.000111576466618226,1.17003197112361e-05,0.00145442846658333,0.000475325260411757,0.0951556763847048,0.10861991803926,0.0801376680216757,0.0952764180123465
146,6989,10,41283,0.489832911951886,0.427671953223969,0.435965954734669,0.453128105792803,0.415147106411751,0.462974289996318,0.481138338766324,0.450592804499234,0.000126282889457747,5.79772323408597e-06,0.00148051758363597,0.000483285719296741,0.0949305312563306,0.109353756779713,0.0814882189307078,0.0958328299107091
147,6989,11,41060,0.489531376165618,0.428701293454233,0.437834542543428,0.453571319531237,0.415504311404089,0.462194889672567,0.479560664831079,0.450272959256534,0.00015122995865481,5.77177256907369e-06,0.00153412250202652,0.000508197641608386,0.0948454888913494,0.1091038168732,0.0811510608222629,0.0956849489783356
146,6989,9,40895,0.489804587935429,0.426393762296198,0.43830969469414,0.45321109213105,0.414760370411931,0.464759349456867,0.479866053303538,0.450791298177193,0.000128244176912842,5.79496822908668e-06,0.00146630025937073,0.000478651362927813,0.0953308432588983,0.108852683215164,0.080428414684477,0.0955523754671028
145,6989,10,40836,0.491135756496398,0.425122129421372,0.439242381372435,0.453264641869767,0.413888664022235,0.466283684082346,0.480428740242664,0.451413697770632,0.000129523192746701,2.86520636648855e-06,0.00137476490854318,0.000452932295445187,0.0948946274859009,0.108605647321748,0.0790340029625684,0.0949148055920472
146,6989,11,40795,0.491439309760533,0.426638273889588,0.438950152188015,0.454236864289643,0.414756006471655,0.465883638032764,0.479087869866773,0.450838464145853,0.000176835593045874,1.45256362954979e-05,0.00158009414034562,0.000534327358049148,0.0936647988957013,0.107478088077648,0.0804450875704805,0.0944274638401043
147,6989,11,40894,0.490708312007782,0.427535278973469,0.440528384104367,0.454602438707083,0.413880053485823,0.463312497625664,0.478402817692112,0.449581919033033,0.000107186018655727,5.84451828019205e-06,0.0013667410744122,0.000444494380250651,0.0953500025456679,0.109155145660007,0.0797722320986994,0.0954115564596565
147,6989,10,41528,0.490348985701426,0.427305070941746,0.437862371207666,0.453701695965306,0.413808173006469,0.463771843342335,0.479723825377364,0.449937078912724,0.000175330248916616,2.85767356794833e-06,0.0014719123896481,0.000494656547665144,0.0957250821696987,0.108928801063055,0.0810083430519422,0.0959101293270348
146,6989,11,41367,0.491630081090853,0.426610887346725,0.438013407610235,0.454320786407287,0.413697639584732,0.464048575291991,0.479989748708472,0.449717691738202,0.000152368162801508,2.88314885985878e-06,0.00152420518769305,0.000496792679294127,0.0945560663188885,0.109349186807864,0.0805738025547298,0.0955113034889012
146,6989,11,40459,0.490379366443446,0.426682147463362,0.437689898014462,0.453280233380831,0.415465438684676,0.464333238771792,0.479668504941134,0.450930768575239,0.000143228533285771,2.92458375861655e-06,0.00161844420741658,0.000530140730068195,0.0940714196920316,0.109005085851156,0.0810803535678115,0.095305430424727
146,6989,11,40913,0.489651359936943,0.427721538882453,0.439312789376389,0.454118123916581,0.413921797343871,0.46486346463935,0.478035378118481,0.449736240946502,0.000158701189465415,2.91058112662774e-06,0.00157726031579126,0.000517483260498712,0.0962972367477894,0.107423728221577,0.0811356274273697,0.0956606175562591
146,6989,10,41041,0.490532704258724,0.427077947353438,0.439041412258136,0.454347730718049,0.414087668613472,0.463658070400688,0.479152267509095,0.449537662135089,0.00012990252114813,0,0.00166215446236215,0.000529361013487495,0.0952757051108848,0.109269791842165,0.0802217105019167,0.0956193670090128
146,6989,11,41090,0.489319871769291,0.427649709435988,0.438151908520529,0.453602938787406,0.414419303776421,0.463703971783105,0.479768327777209,0.450251413616999,0.000151642124585977,8.8993571697671e-06,0.00153963570765424,0.000517891374745608,0.0961490881519614,0.108640385876127,0.0805995989017706,0.0956612320891797
146,6989,11,41121,0.49118829748499,0.427074337389686,0.43874698310539,0.454179046152819,0.414690866180657,0.463287826580015,0.479806918744972,0.450173100072068,0.000172752424513835,5.81555952952123e-06,0.00153861625100563,0.000516452852567438,0.0939720034763103,0.109637836030299,0.0800147492625369,0.0951736204523184
146,6989,10,40973,0.492516033228597,0.427458211200635,0.438874262550339,0.454523719938545,0.413175762923428,0.462428194603053,0.479713286875803,0.44959023139874,0.000147957646451169,8.62959202165452e-06,0.00151722901526193,0.000504617000595742,0.0942032884259459,0.110110717665638,0.0799549811259366,0.0954167058602201
146,6989,10,41395,0.489467537072184,0.426242803158845,0.439266756364172,0.453563800869835,0.415297098880013,0.463577225484726,0.479483369145397,0.450212604846226,0.000143387490353932,5.75172120256987e-06,0.00147933945150645,0.000484428393911153,0.0951336892819154,0.11018284721703,0.0798307796319725,0.0957750854302578
146,6989,10,41012,0.49203855822541,0.425451778801897,0.439647541777589,0.45422721740297,0.414111526408782,0.465302400678358,0.478928329263853,0.450374100000881,0.00012714996013319,8.71178792023487e-06,0.00155653460617336,0.000506241854353141,0.0937572018532107,0.109251628378359,0.0799444190217881,0.0949325875813096
147,6989,11,40690,0.491746131040696,0.426653169996075,0.437732834851317,0.453945864116251,0.415131513873183,0.465213118527722,0.480246324358006,0.451219752580246,0.000109606033143795,8.85350111701672e-06,0.00148152567314958,0.000483919292906197,0.0930501755033189,0.10814256497732,0.0806056026196821,0.0943898871709152
146,6989,11,40694,0.488648101977794,0.426984025111731,0.439713787937334,0.453342529921994,0.415442150749312,0.465293417505864,0.478784920651061,0.450947777932157,0.000140614268021611,1.1669019919017e-05,0.00152528929653658,0.000502173438399397,0.0958151030540337,0.107731309147345,0.0800302346233891,0.095247216212461
146,6989,11,40961,0.490339813889468,0.428544966466633,0.440564712446323,0.455056812892288,0.415165186941148,0.461960724356015,0.477939882235337,0.449284877824108,0.000192491766362459,8.82070159860515e-06,0.00153432810045532,0.000527215800794743,0.0943315130116523,0.10948842870962,0.0800274983477744,0.0951624520434512
145,6989,11,41059,0.489883690489547,0.423765466051402,0.437477703640087,0.45203125611235,0.415417822014927,0.466668017624206,0.481221510206778,0.45221413762078,0.000125552296538496,8.68472703902916e-06,0.00148972715861796,0.000489965966435864,0.094602319779028,0.109569411233405,0.0798936381053049,0.0953037593396706
146,6989,11,41316,0.49229565856198,0.425547381835032,0.437700927099313,0.453785453362421,0.413315258322036,0.463620829471733,0.479510438204495,0.449677254844108,0.000184978185786805,2.89620018535681e-06,0.00161742146334956,0.000543200565084904,0.0942780962045119,0.110843373493976,0.0812279063562996,0.0960429402000658
145,6989,11,41239,0.491132041659639,0.426680218306671,0.438500469231801,0.453873176135618,0.414743738404453,0.464992071151804,0.479742592840863,0.450740235067756,0.000147579693034238,1.13879327770328e-05,0.00143115699155383,0.000473245130288174,0.0939977230561646,0.108339098474302,0.080382759082987,0.0949454116115114
145,6989,10,40749,0.49113919247116,0.426857516010671,0.437909175932661,0.453635851742584,0.414121454592766,0.463701825231119,0.480294187648544,0.450475448384705,0.000170765027322404,8.78500458284406e-06,0.00148166523081461,0.000503602542598034,0.0946119568045798,0.109434802088488,0.080358549577122,0.0954148376377472
146,6989,11,41019,0.492387636191504,0.42527466088536,0.439578449680162,0.454269264688427,0.413639228471969,0.46384730319632,0.479025123498484,0.44982347303439,0.000138285735560443,8.78914833152667e-06,0.00163560994344895,0.000538556844233469,0.0938960144455407,0.11087803591832,0.0798104811474433,0.095408925525142
146,6988,11,41217,0.488963405744278,0.425263552612516,0.439603827879275,0.452805211832837,0.415000861509099,0.465102537661533,0.478809476008834,0.45070332120118,0.000148444644726902,2.84077189453918e-06,0.0015358361774744,0.000501885962949922,0.0959217484658511,0.109642432041634,0.0800843204175868,0.0960158424778382
146,6989,10,40877,0.491308820707448,0.426620020393094,0.43834984637233,0.453938487716603,0.413893093963881,0.464566998347456,0.480263987417794,0.450535329381321,0.000162576490906377,8.79012692943286e-06,0.00161922900808951,0.000542304676984865,0.0946754866633974,0.10881005121714,0.0798432533230694,0.095023175665453
145,6989,12,41423,0.48876830153242,0.425597571105989,0.437843007380573,0.452559083888654,0.414695116745635,0.464055059610862,0.479814944983644,0.450389481626027,0.000125389507832842,2.92496870283488e-06,0.00162210386871773,0.000521415564254593,0.0964618815896188,0.110356144189257,0.0807942901943821,0.0965744577475638
145,6988,10,40942,0.490748453117563,0.42696233317196,0.437177516833579,0.45314106230627,0.415143221842413,0.46405623812975,0.480370589870052,0.451069362628032,0.000105469257063736,2.00523078774059e-05,0.00155695960945426,0.000502200443823328,0.0940434208818312,0.108964241005824,0.0809652479918569,0.0953237374720153
146,6989,10,41046,0.489237872285083,0.426442823027694,0.437816646562123,0.452607748157791,0.414005939220531,0.464398918331748,0.48065607827369,0.45086179816109,0.000135474920882646,2.87372011690293e-06,0.00147768395657419,0.000484493738509276,0.096669484545021,0.109158258640558,0.0801300093821204,0.0960883039075602
146,6989,11,41096,0.492588515398991,0.426660326887567,0.440527109799982,0.455640022423917,0.413074422057807,0.463138365678847,0.478723082557464,0.448670374242756,0.000166406390005376,5.83415254558661e-06,0.00156573920698333,0.000516952752652171,0.0942244182176596,0.110212975738677,0.0792546274985468,0.0952192054251912
145,6989,11,41079,0.489867472212129,0.425447253725213,0.439089910455711,0.453060998183935,0.41508222981915,0.465454784017525,0.479404813421657,0.451056226028577,0.000106085881825632,1.7114300709673e-05,0.00146466495789088,0.00047274103226798,0.094973385704397,0.109095109873811,0.0801038580606504,0.095444079891289
146,6989,10,40554,0.49040454430565,0.426527558570931,0.438967485392772,0.453856844482523,0.414053291827966,0.463610036631538,0.480388444059727,0.450122790462616,0.00012770882388155,2.92818051647248e-06,0.00152834884224194,0.000494517859892529,0.0954463822484735,0.10987118933908,0.0791698225492318,0.0955574331660593
146,6989,11,40616,0.489956886648376,0.426322702519223,0.439421387140356,0.453621584798775,0.416123582597884,0.463646157705987,0.479485451719619,0.450795108343284,0.000156775824086713,5.90327484171844e-06,0.00152373470762917,0.000507929172762647,0.0938033004014002,0.110028188137369,0.0796371479749566,0.0951112315091373
146,6989,10,41091,0.488810757263264,0.42619826107356,0.440202413133777,0.453206051979795,0.416443369006826,0.464293359529639,0.477882903672447,0.450921616031296,0.000129918638452669,8.7972669823908e-06,0.00145711083272895,0.000486281054667657,0.0946565546659738,0.109508379396801,0.0805366915012857,0.0954274785291626
145,6989,11,41028,0.490326266582303,0.425152391429313,0.440126057455944,0.453584520823572,0.414458140112288,0.465061583937112,0.478924559770123,0.450477817984226,0.000138825483019241,2.91797854118581e-06,0.00164102426706498,0.000534518264183929,0.0951034650306617,0.109788942612116,0.0793686410309651,0.0954326743238295
146,6989,11,40905,0.493382805420465,0.426358537604742,0.439195226993288,0.455271337947506,0.412639270070339,0.464300849624873,0.480253565981577,0.449521834065396,0.000127228775513913,8.76805854724961e-06,0.00152851777447812,0.000494654415107741,0.0938896433180226,0.109337690084203,0.0791234706423806,0.0947580291094855
145,6989,11,41090,0.491135424600026,0.42685424982407,0.43973919473012,0.454217412675254,0.414829223245063,0.465120188266936,0.479327149290852,0.450760117343237,0.000167181035832469,8.54722770669333e-06,0.00150231901593063,0.000500308182038059,0.0939079761276096,0.108031260060799,0.0794951939235061,0.0945601969244213
145,6989,11,40871,0.491144833193369,0.426087537548879,0.438385649621899,0.453636478175619,0.413989077468669,0.465338825976561,0.480265543780473,0.450815412115819,0.000136397918193343,1.7430814193331e-05,0.00165545123638366,0.000541376947972691,0.0947617850475788,0.10857363647456,0.0797705873661872,0.0950470899512564
146,6989,10,40930,0.491103164105663,0.425823238230807,0.438194458465411,0.453281663955149,0.414289368975108,0.464143304270717,0.479284863413354,0.450426877870544,0.00012791412879592,0,0.00159502513678855,0.000517157006286287,0.094517654871351,0.110042208369917,0.0809794934953933,0.0958070577538313
146,6989,10,41002,0.48830664075588,0.426407746460259,0.437509615191668,0.452492267216554,0.415361522482075,0.463791994502057,0.481411744245935,0.451151128018551,0.00013938216176372,1.17477407626046e-05,0.00153174183795643,0.000507618223691747,0.0962353414192857,0.109797322102493,0.0796238202577875,0.095890465073101
145,6989,11,40678,0.491639901757038,0.426403218159448,0.438508563256952,0.454279588193252,0.415756134937129,0.464152019057647,0.48027434953812,0.450734465824765,0.000154816634128933,2.90867629050695e-06,0.00153508326047618,0.000502944628051369,0.0925016268866637,0.109453488811777,0.0797565554493761,0.094528099702645
147,6989,11,41218,0.490822370911445,0.424790085116172,0.439096145266202,0.453517890742843,0.414367799588044,0.466177823786519,0.479293930580575,0.450689660534623,0.000151415868905185,1.43777317690361e-05,0.00161354708639018,0.000528713825866546,0.0947341215660578,0.109023464458247,0.0800668229895237,0.0953142737182577
146,6989,11,41140,0.490081114559331,0.424812741442,0.438532693003119,0.452957401164573,0.415538299657694,0.464377934784824,0.479412887941086,0.450694870776602,0.000151840061801569,2.91113187718517e-06,0.00152422023123536,0.000501580125207801,0.0942740313536408,0.110815146036931,0.0805944120937243,0.0958845794166889
146,6989,12,41669,0.491336673239887,0.426160772492492,0.439838183392156,0.453772780612097,0.41354261045675,0.464857832184587,0.478843976826264,0.45030457922443,0.000122581676704152,2.7859654205972e-06,0.00150496104414996,0.000482339044717373,0.0950194531791291,0.108984181288342,0.0799027768529001,0.0954760657373021
147,6989,11,41186,0.491351248352556,0.42793928111127,0.43892109231027,0.454501305758013,0.414197926205082,0.462308463411141,0.479725247110069,0.449649815009488,0.000100566879621445,2.86409852498926e-06,0.00148433573462892,0.000470033877545448,0.0943846630215584,0.109757983674638,0.0799430390350142,0.0954159019677061
147,6989,10,40862,0.489667949644877,0.425898007822946,0.439248111676737,0.453489726690071,0.414746629524093,0.465259594276495,0.47955483137501,0.450681991399089,0.000130247097350402,8.8162430461883e-06,0.00141350146916441,0.000464994135742747,0.0954844128779824,0.108839459152877,0.0798476522044213,0.0953948797333639
146,6989,10,40727,0.49155580009562,0.425302846223711,0.437533105567032,0.453365026255958,0.415407092433473,0.465466094197856,0.479461306213253,0.451174157795701,0.000133547365244031,2.94884346359358e-06,0.00148975051644685,0.000493314651051272,0.0929302695787115,0.109242854952288,0.0816019121775518,0.0950078723565572
145,6989,10,40532,0.491758709529751,0.42778043179215,0.438550535544298,0.453776209250622,0.414077045249639,0.463684449842006,0.479839702837819,0.450845325045891,0.000131190737375683,5.75569382011155e-06,0.00145785209790908,0.000484008344423121,0.0940581761137954,0.108543751906574,0.0802251349678141,0.0949302362099861
146,6989,10,41234,0.492809030146309,0.426431834929993,0.440562722912514,0.455504160290928,0.412918587068445,0.462213706705969,0.478459916239435,0.448497661904818,0.000147839596631332,5.89535740604274e-06,0.00142465680976039,0.000476963630063115,0.0941582609913553,0.111351510685335,0.0796287298077209,0.0955572297952366
146,6989,11,40954,0.49183602295425,0.426073594032823,0.438003612345959,0.453820627147138,0.41442883865445,0.46469218793615,0.48122846421978,0.450987500913676,0.000110966678291747,2.87768956060558e-06,0.0014029498603715,0.000452208659211071,0.0936611606057724,0.10924860647883,0.0794516165581408,0.0947844943108447
146,6989,10,41454,0.490470415318014,0.425342059992937,0.440043433103579,0.4534336358927,0.413719710538363,0.464065187919387,0.477976583891984,0.449689916635412,0.000123152379652014,5.69625300477346e-06,0.00134210987765893,0.000436750925647562,0.095724202922995,0.110595600214179,0.0806817108866018,0.0964690744111941
146,6989,11,40498,0.492780333796565,0.426427026995693,0.438751320267574,0.454306309292017,0.413068526788726,0.465138050768366,0.479863195131356,0.450436854803233,0.000202382719214215,5.79679900758801e-06,0.00139822623099234,0.000487257333025592,0.093978439494313,0.108437820635445,0.080020788975137,0.0947932509927622
147,6989,11,40618,0.490962212388674,0.427153757495295,0.438636847143921,0.454067167766378,0.414798928184646,0.463936507010198,0.48071016381236,0.450770975457101,0.000133045600048961,8.75362910873466e-06,0.00157230613764493,0.00051601105794039,0.0941670148026535,0.108906817618138,0.0791604616530156,0.0946939151897567
146,6989,11,41101,0.489777225638002,0.425948698658874,0.439212773858151,0.453528236757551,0.413411732502316,0.465094544349763,0.479455153090504,0.450040175342616,0.000134233134001516,5.78695331375414e-06,0.00143469601323296,0.000467815195381353,0.0967189210814453,0.108962543944677,0.0799817709212436,0.0960078138839329
146,6989,11,40613,0.492407843678869,0.428041732651304,0.439179530442875,0.45518038620638,0.415291083565511,0.463651401322729,0.479376111038576,0.450347636945127,0.000154047600708619,8.8142744236199e-06,0.0014428855031854,0.000484456527411673,0.0921815530654145,0.108309804117441,0.0800784715456953,0.0940269070306261
147,6989,10,40693,0.492137944761336,0.426810027464501,0.438781442709996,0.454712384464875,0.414038561259605,0.463732250336002,0.479377614974879,0.449716588411593,0.000120471199526496,2.9217553906387e-06,0.00149211096735167,0.000480590882084923,0.093731831109854,0.109460643954888,0.0803992405020752,0.0951178426461275
145,6987,12,40972,0.492133560907501,0.425330530142451,0.439074854552047,0.453912934893844,0.414297355910248,0.463783329834138,0.479204851258886,0.450118969922413,0.000161920966641626,8.62815251122379e-06,0.00154346141180149,0.000515097327054609,0.0934549421729794,0.110886140023411,0.0802500141373082,0.095494947070823
146,6989,12,41358,0.4918799933074,0.425894016760754,0.439032379742312,0.454157551457192,0.414285042037897,0.465169686144425,0.478936292708106,0.450362786143398,0.000143786338729242,2.86704645475371e-06,0.00152865736237121,0.000501195418802956,0.0937225498807881,0.108942031187731,0.0805953160879607,0.0950200720057202
146,6989,11,41290,0.489188327220539,0.425833489497266,0.438512046721813,0.452724556289328,0.416533779833094,0.463926131620641,0.480517525697332,0.45139792586248,0.000130229096901079,8.51803267517334e-06,0.00156876649462639,0.000507097910776074,0.0942008185828948,0.110243218226318,0.0794819391158044,0.095417139130731
147,6989,10,41085,0.492061623770663,0.425084123939228,0.439240738725997,0.45421199547193,0.413909813768571,0.465787669152048,0.478713349290105,0.450101705462156,0.000146474157773593,8.68002812329112e-06,0.00141435021487244,0.000464743574063982,0.0939317848922369,0.109131100251431,0.0806961594951858,0.0952626486078729
146,6989,12,41018,0.490498475031123,0.426580856595274,0.43953571559906,0.453953410949112,0.414236759049609,0.465010103817448,0.478512471291458,0.450235491104213,0.000148647967106328,1.15803065307139e-05,0.00151106386250656,0.000501336571132022,0.0951745153678108,0.108411934663911,0.0805610994661131,0.0953714492739432
146,6989,11,40899,0.489762173189456,0.42502445175051,0.440064281263324,0.453250781300706,0.414427980887958,0.467140382507866,0.478544488537601,0.451248606049401,0.000144950877758093,1.17839761492323e-05,0.00162998917713424,0.000545779599446943,0.0956971063509959,0.107841057729699,0.0798497917418255,0.0949990854504009
146,6989,11,40822,0.491041893777672,0.426524090603429,0.439519021876421,0.453969762978997,0.414381717910052,0.463471828678825,0.480274171003217,0.450371333559872,0.000133922951447573,1.72424693515107e-05,0.00132033210394247,0.000439982636399528,0.0944692499511181,0.109989711993287,0.0789572070934169,0.0952503481559031
146,6989,11,40976,0.491067432591103,0.42748846407383,0.441421086330525,0.455212807114628,0.414004622926133,0.463181290506997,0.476468872671443,0.44876811345795,0.000160591397566382,1.16671819672036e-05,0.00144482026905168,0.000485800616065701,0.0948094754189856,0.109338995805648,0.0807389702554751,0.0955773534640228
147,6989,11,41290,0.491138468477241,0.425830986243337,0.438683527131139,0.454197864606338,0.414967224121407,0.464592886571542,0.479106745626665,0.450095055656126,0.000120443025323787,1.16384627918345e-05,0.00152954515982084,0.000493883480225814,0.0938225541096698,0.109579036800819,0.0807699597330611,0.0952624879549454
145,6989,10,40857,0.491174252764212,0.425578812226822,0.439839199668341,0.453738784635321,0.414049303102458,0.464550005048829,0.478785366218338,0.450210210804341,0.000162163477001165,5.7700907346768e-06,0.0015903329504754,0.000524290476708643,0.0946575242501966,0.109871182724348,0.0798632585514378,0.0955672724035256
146,6989,11,41170,0.489850596800113,0.426464623382559,0.440016946360063,0.453880169104427,0.415007432147248,0.464740495301208,0.478115995144733,0.450169590359104,0.000201860789459197,1.71384501128281e-05,0.00156014108517227,0.000531609893580835,0.094984676930982,0.108789168499529,0.0804178757199681,0.095471111327081
146,6989,10,40773,0.490537165276676,0.426672469499102,0.440888820647022,0.454219865076509,0.414606693394507,0.465250737123044,0.477672670467442,0.450367710154763,0.000128636665737624,5.76440308164989e-06,0.00160553827256098,0.000520747012079173,0.0947569838989773,0.108076793377854,0.0799097427133263,0.0949269826388242
146,6989,10,40615,0.491706918691805,0.426041311529373,0.438398613034684,0.453828098870232,0.414766896447971,0.465342518898202,0.479240357502267,0.450896878462387,0.000145068477694378,1.17562690304605e-05,0.00172042153648921,0.000568287766717872,0.0934052944621452,0.108624986774197,0.0807269611310941,0.0947481725503196
146,6989,10,41105,0.492132695381576,0.425112765764541,0.438214753895,0.453472499910005,0.413855271333061,0.464662949363072,0.480713588831483,0.450703567602908,0.000124793559590252,0,0.00145842483412513,0.000468947776535682,0.0939350330039137,0.110238451425722,0.0796635229509131,0.0953919556970831
146,6989,10,40838,0.491096725263415,0.426597261132998,0.43995625496912,0.454069761695314,0.414485766136678,0.465761259286571,0.478565270336911,0.450822847993042,0.000135431620574772,1.45159370472842e-05,0.00142909380021537,0.000475423284868493,0.0943091633034481,0.107638576393022,0.0801332479008088,0.0946705148606842
145,6989,11,40653,0.491119619260323,0.427181224759936,0.438126303837355,0.454076788211887,0.414636675440696,0.46440254077213,0.480625102879276,0.45072296751571,0.000156869001090107,5.85701274778825e-06,0.00147474292778463,0.000492484683726336,0.0941346946372072,0.108416234467934,0.0798208808817552,0.0947412485471702
146,6988,12,40820,0.490535982770531,0.42593826727464,0.43848641764282,0.453264594599949,0.414799463610874,0.464617678007717,0.479312251772158,0.450745825161942,0.000148996979424872,5.8459020226821e-06,0.00143113300822818,0.000479388284701175,0.0945832825389085,0.109444054717643,0.0808539875655657,0.0955616964798637
146,6989,10,40833,0.490350225524012,0.42643923868749,0.439211818680597,0.453947413855189,0.415577076147519,0.46373047841142,0.479836008738122,0.450545721098684,0.000159193420005306,5.88886533342756e-06,0.00159211549401021,0.000527814856360366,0.0939479968161316,0.109833227333757,0.0794374749654144,0.0950175264129406
146,6989,11,40846,0.491049826805222,0.426712062085945,0.438862537093722,0.454047832203607,0.414553690381029,0.465223029880764,0.479032241912818,0.450584867236613,0.000149213962163602,2.34198207798215e-05,0.00147874183437424,0.000498785010870955,0.0942819078070877,0.108056125600499,0.0807332957250008,0.0949177053921906
146,6989,10,41027,0.490368574327619,0.42580457473318,0.437914016958135,0.453361640234168,0.414943270915967,0.46463750058771,0.48037559618442,0.450832420602177,0.000118597388221962,2.93854906201514e-06,0.00155670376258612,0.000505060886264399,0.0946143608259649,0.109569678875358,0.0802199258081611,0.0953419878844115
147,6989,11,40633,0.491972483132689,0.427902109961156,0.43879274374615,0.454812472420976,0.413597036645059,0.46407746559147,0.480084378125269,0.45013957065269,0.000150813599682498,2.3382309529168e-05,0.00145045599952314,0.000492141873837523,0.0943511046434714,0.108005810503918,0.0797287183664819,0.0946018004760959
145,6989,11,41266,0.489311524896102,0.425431669902062,0.439366092406708,0.453355580165461,0.415280929496418,0.464090026710259,0.478941557436094,0.450171306482425,0.000131018326843559,8.75746208748705e-06,0.00155514713307616,0.000504274583875551,0.095318453145226,0.11047246507962,0.0802045254108349,0.0960050682043614
147,6989,11,40928,0.49155915217904,0.426988151714146,0.438389879938907,0.454292849285361,0.414260011500009,0.463158140730527,0.479816182792255,0.449862149445351,0.00015103698816347,1.75270500806244e-05,0.00159137421232034,0.000526410040951749,0.0940483477348426,0.109844944030287,0.0802868519448818,0.0953530292683983
145,6989,10,40867,0.48951670605581,0.426221120049307,0.43945447445102,0.453201663940838,0.414591509290779,0.463887524093881,0.47993498019032,0.450672371155198,0.000159905466056677,5.81451127579099e-06,0.00164218410485946,0.000546153420717881,0.0957671125951302,0.109897170368088,0.0790351167052179,0.0956163533938546
