"2","3","4","5","6","7","8","9","10"
278529,723333,988558,1082353,1106172,1111099,1112136,1112427,1112553
279168,725255,990600,1084441,1108015,1112942,1114046,1114394,1114540
281250,730379,999116,1094022,1118114,1123200,1124345,1124709,1124863
278427,723166,989598,1083671,1107369,1112275,1113351,1113663,1113797
279739,725594,991365,1085492,1109455,1114501,1115574,1115906,1116044
281428,731899,1001212,1096476,1120869,1125913,1126977,1127267,1127396
283661,738551,1011518,1108132,1132513,1137584,1138693,1139018,1139163
281395,734070,1006928,1103935,1128223,1133185,1134298,1134655,1134817
279925,727535,995156,1090038,1113819,1118669,1119736,1120096,1120262
282003,732231,1001573,1097249,1121374,1126343,1127476,1127815,1127956
280623,729386,998134,1093075,1117211,1122142,1123248,1123589,1123738
280375,727192,993717,1088122,1111912,1116904,1118046,1118398,1118544
281765,731826,1000788,1096331,1120910,1126062,1127244,1127620,1127790
278331,721314,986986,1081074,1104889,1109855,1110895,1111186,1111286
282309,734669,1005440,1100782,1124643,1129618,1130680,1130974,1131086
279854,726524,994184,1089068,1112942,1117969,1119043,1119359,1119496
280837,729104,996589,1091275,1115105,1120070,1121237,1121550,1121666
280866,729988,998372,1093113,1117077,1122164,1123351,1123707,1123872
281039,732128,1001912,1097625,1121875,1126959,1128080,1128443,1128595
279748,726083,993213,1087428,1111189,1116200,1117283,1117596,1117733
282619,736222,1009164,1105905,1130659,1135789,1136884,1137194,1137322
282897,736743,1008394,1104168,1128286,1133327,1134438,1134799,1134944
278904,723573,988453,1082303,1106161,1111180,1112268,1112568,1112706
280524,727893,995004,1089269,1113185,1118154,1119155,1119429,1119545
280947,731802,1002222,1098155,1122468,1127675,1128862,1129243,1129401
280362,727152,993904,1088653,1112782,1117675,1118773,1119108,1119255
281136,728731,996623,1091541,1115606,1120672,1121792,1122117,1122263
280060,729373,998329,1093832,1118094,1123102,1124224,1124551,1124668
283003,736830,1008079,1104273,1128408,1133415,1134524,1134852,1134993
280121,729764,999332,1094608,1118883,1124037,1125217,1125547,1125700
279759,726664,994036,1088521,1112317,1117177,1118217,1118547,1118692
278552,722186,987504,1081101,1104602,1109454,1110501,1110818,1110955
280331,729349,998032,1093582,1117907,1122930,1124002,1124341,1124481
281437,731483,1000576,1096055,1120572,1125736,1126885,1127249,1127393
280691,731010,1000897,1096766,1120818,1125847,1127006,1127346,1127495
282951,735986,1007188,1103360,1127700,1132797,1133909,1134238,1134390
