"the","to","and","a","of","i","in","it","that","for","yourself","wouldn't","himself","above","aren't","cannot","themselves","itself","further","below","will","said","just","one","like","can","get","time","new","now"
0.046885779406585,0.027124686229819,0.0237771574337941,0.0234424045541916,0.0197504198965468,0.0177409323207301,0.0161506135680679,0.0114223504309579,0.011265162122275,0.0109061517876289,0.000184356658331805,0.000173683378112595,0.000157188308682908,0.00010867339859559,0.000122257573420039,0.000132930853639249,0.000121287275218293,0.000116435784209561,8.34456453501855e-05,9.21783291659026e-05,0.00301568681102763,0.00289634013221283,0.0029458253405019,0.0029982214433962,0.0026401814069518,0.00243059699537459,0.00229572554533185,0.00228602256331438,0.00194350729809792,0.00171257632608229
0.0468822770485728,0.0273909346926076,0.023918760639974,0.0238612874393311,0.0197232169930418,0.01764328168012,0.0163095070583036,0.0112885293400689,0.0109397264672016,0.0106642514710167,0.000166474098413938,0.000156564925889299,0.000140710249849876,0.000137737498092484,0.000135755663587556,0.000127828325567845,0.000121882822053062,0.000116928235790742,0.000114946401285814,0.000105037228761175,0.00309265274493988,0.00299554285419842,0.00304508871682161,0.00301833395100509,0.00272105877526591,0.00238018324041833,0.00220677272123714,0.00222758198353888,0.00184409700683535,0.00185103342760259
0.0468558464786543,0.0269376599918541,0.0238917889376639,0.0235877921173329,0.0199132674444001,0.0175167099870334,0.0162741598767485,0.011033412103599,0.0110098007000781,0.0108819055976735,0.000181020760326546,0.000152490314405514,0.000147571272005336,0.000125927485444554,0.000138716995685016,0.000124943676964518,0.000141668421125123,9.14941886433084e-05,9.73970395235219e-05,8.95265716832373e-05,0.00307440150011117,0.00304980628811028,0.00297208541818747,0.00285009316666306,0.00276155040345986,0.00241820124392744,0.00220569861223976,0.00222045573944029,0.00191449130214923,0.00183480281526635
0.0469512997616413,0.0272811023967478,0.0240532675612835,0.0237227825086643,0.0198905207333064,0.0174893859704708,0.0163867942462455,0.0112579391965996,0.0109567006088139,0.0107490507084956,0.000155981145779004,0.000165729967390192,0.00015110673497341,0.000148182088490054,0.000118935623656491,0.000128684445267678,0.000112111448528659,0.000121860270139847,9.9437980434115e-05,9.45635696285211e-05,0.00318006560956944,0.00307282857184638,0.00291587254390626,0.00282618338508333,0.00266532782849873,0.00241868264173568,0.00215448957607249,0.00214376587230019,0.00191856809308175,0.00171481772140792
0.0470040574721584,0.0269953340547055,0.0234734757895628,0.0235611037978373,0.0198009761169371,0.0177166110212404,0.0162397344772891,0.011324689339019,0.0111573099973712,0.0108067979642734,0.000178209769636797,0.000143749316944598,0.000150641407483038,0.000133903473318256,0.000144733901307233,0.000131934304592988,0.000133903473318256,0.000101412189351326,9.84584362634236e-05,0.000108304279889766,0.00307190321141882,0.00303448900563871,0.00300298230603442,0.00294686099736427,0.00268496155690356,0.0025077363716294,0.00224682151553133,0.00223402191881708,0.00190517074169725,0.00180572772107119
0.0467517472012379,0.0274898231296257,0.0238206514375259,0.0236596281146722,0.0195044409054224,0.0175014678650467,0.0162505915643416,0.0113285798724774,0.0109279852644023,0.0110860630386672,0.000168878119090493,0.000154150376146555,0.000146295579909788,0.000124694890258678,0.000123713040729082,0.000148259278968979,0.000132549686495445,0.000131567836965849,0.000111930846373932,8.83664576636301e-05,0.00304275169221766,0.00297205852608676,0.0031301363003517,0.00298776811856029,0.00268732216250395,0.00247524266411124,0.00218559705288045,0.00216890561087732,0.00190576993694562,0.00176143805609503
0.0464796350296303,0.0270308139717179,0.0239159063117298,0.0237238578998526,0.0196996597999561,0.0177154861568369,0.0162006553162136,0.0115111466465996,0.0113112595240335,0.0108428965603738,0.000188129056532781,0.000145016147744019,0.000127379048694071,0.000129338726366287,0.000115620982660772,0.000138157275891261,0.000145016147744019,9.70040447747155e-05,0.000107782271971906,9.30846894302825e-05,0.00316585927946571,0.0029855689336218,0.00296401247922742,0.00282879471984448,0.00267300034490327,0.00242608095820399,0.00215662527827423,0.00216054463361866,0.00194008089549431,0.00171961715736996
0.0470012037899969,0.0269221808014911,0.0239748369058714,0.023567101584343,0.0198974836905871,0.0175860127368748,0.0164414414414414,0.0110719555762659,0.0109360438024231,0.0108205187946567,0.000185422491456974,0.000167948120534327,0.000134940975458217,0.000132999378689034,0.000155327741534638,0.000105817023920472,0.000109700217458838,0.000100963031997515,8.73718546132339e-05,9.51382416899658e-05,0.00300365020192606,0.00292113233923579,0.00298423423423423,0.00294054830692762,0.00266387076731904,0.00240175520347934,0.00218720876048462,0.00220759552656104,0.00187364088226157,0.0018018018018018
0.0467945686222094,0.0270384068167375,0.0238442850973953,0.0239931221609575,0.0196788057000679,0.0178222591703705,0.0165698736157908,0.0111187161628238,0.0111138202067856,0.0109953380706604,0.00018310875582986,0.000130232430616959,0.000150795445977531,0.000140024342693422,0.00012729485699402,0.000144920298731654,0.000114565371294618,0.000110648606464033,9.2043973518753e-05,0.000114565371294618,0.00327245701595396,0.00289253082738719,0.00293757362293893,0.00294051119656186,0.00265948331996737,0.00244112368066225,0.00225018139517122,0.00221688889411124,0.0019622991801232,0.00179387829240804
0.0466819497118167,0.0270738553485402,0.023814545569231,0.0236036316615285,0.0197105945801039,0.017866576256219,0.0162186881549173,0.0111104321566834,0.0111143744727152,0.010720142869533,0.000173461905400185,0.00014980800920925,0.000144880114169472,0.00014093779813765,0.00010742811186716,0.000102500216827382,0.000138966640121739,0.00011629832293876,0.00011629832293876,9.75723217876038e-05,0.00313906914033857,0.00303952566053505,0.00303558334450323,0.00286606375513487,0.00271822690394153,0.00241861088552303,0.00217714402857391,0.00216728823849435,0.00188738380023496,0.001753345055153
0.046759691153411,0.0271501161152022,0.0238810265774796,0.0237738433139477,0.0195718624084476,0.0177576864294079,0.0160477164010242,0.011482503324666,0.0109902542625196,0.0110041483892737,0.000168714396300193,0.000142911018042516,0.000127032016037792,0.00013794882991604,0.000147873206168992,0.00013794882991604,0.000124054703161906,9.32891367777535e-05,8.93193862765725e-05,9.82513249042298e-05,0.0031758004009448,0.00297433556300986,0.00306365494928644,0.00295250193525337,0.00264583870903714,0.00244635874635279,0.00224390147079256,0.00226176534804788,0.00201663325459995,0.00176058434727377
0.0465076852972449,0.026934063726475,0.0236708135096599,0.0238452455032314,0.0196765168478767,0.0178214619948944,0.0162192355370888,0.0113537588624682,0.0112263647098598,0.0107040486841654,0.000158752713250462,0.000135233792768912,0.000163652488350785,0.000140133567869235,0.00012837410762846,0.000112694827307427,0.000145033342969558,9.79955020064579e-05,9.01558618459413e-05,9.3095726906135e-05,0.00305843961762155,0.00300552204653806,0.00310351754854452,0.00292908555497303,0.00268703666501708,0.00245478732526177,0.00216374068430259,0.00219215937988446,0.00188837332366444,0.00181781656221979
0.0462934710323514,0.026888471619137,0.0236073622031843,0.0238626139342018,0.0195917928255682,0.0177131009662403,0.0163204631694246,0.0113572350663068,0.0107929429253218,0.0109895160974846,0.000199507100105621,0.000160388060869225,0.000139850565270117,0.000131048781441928,0.000126158901537378,0.000133982709384658,0.000136916637327387,9.77975980909909e-05,0.00010659938191918,9.87755740719008e-05,0.00318428979384266,0.00310702969135078,0.00304541720455346,0.00294370770253883,0.00270214763525408,0.00244591792825568,0.00228748581934828,0.00218479834135274,0.00186402221961429,0.00180338770879787
0.0466224355511092,0.0271658901308469,0.0239164565346735,0.0241714481668446,0.0194985555359074,0.0176325248177201,0.0161338383665685,0.0114013499901814,0.0110164200933406,0.0107145334483564,0.000165109524279404,0.000143615976740074,0.000151431812208921,0.000146546915040891,0.000104536799395836,0.00012993826466959,0.000127007326368773,0.000118214511466319,9.86749227942003e-05,8.89051284581408e-05,0.00309897876339805,0.00295536278665798,0.00301105061437352,0.00299346498456861,0.0026964632367524,0.00253037673303939,0.00226366134766497,0.00220015768448058,0.00182890549971033,0.00180936591103821
0.0471116984835749,0.0269535937963102,0.0235884030649182,0.0234212610476501,0.0199336290710499,0.0178929416509161,0.0164421100707924,0.0112811144096826,0.0109254517450307,0.0107932929406792,0.000176859576411597,0.000131187048437174,0.000148678654895463,0.000127300024779776,0.000125356512951077,0.000123413001122378,0.000116610709721932,0.000115638953807583,0.00012049773337933,9.13450559488468e-05,0.00308143800440205,0.00302507616136979,0.00299883875168235,0.00295316622370793,0.00269856617414838,0.00255571805473901,0.00228556991054987,0.00224086913848979,0.00187160189103701,0.00169668582645411
0.0470798983278016,0.0271737190849502,0.0234115701692818,0.0236306571021837,0.0198229063814769,0.0178332798007796,0.0161043765836714,0.0112814900290662,0.0110425762244085,0.0108334027273845,0.000168528409924539,0.000150684225344294,0.000158614974046625,0.000154649599695459,0.00011995257412276,0.000137796758703005,0.000124909292061717,0.000101117045954723,9.81430151913491e-05,9.51689844279749e-05,0.00309794871184814,0.00308109587085569,0.00289670596352649,0.00291554149169452,0.0027331342715409,0.00241788701062324,0.00215418961627072,0.00218095589314109,0.00189544893985717,0.00176855696061987
0.0466023341387162,0.0271279616947766,0.0237877320870991,0.023742607105615,0.0197843614471778,0.0179695524092326,0.0162165449763633,0.011276340481719,0.0111870714966093,0.0109722373456309,0.000182461881652869,0.000164804280202592,0.000154994501619104,0.0001186983208602,0.00012654614372699,0.0001186983208602,0.000111831475851759,0.000114774409426805,9.61358301181784e-05,9.12309408264346e-05,0.00304887918374794,0.00299296344582206,0.00301944984799748,0.00298805855653032,0.00266433586327523,0.00241614846511299,0.00215128444335883,0.00222093387130159,0.00188445846588797,0.00175202645501088
0.0468086472228004,0.0271572828905519,0.0239845076751592,0.0236324093833222,0.019926623494099,0.0174959781037659,0.0161692873024797,0.0115103071425376,0.011079424426284,0.0109627067604817,0.000162432084908211,0.000129362079597557,0.000142979140607827,0.0001264441379525,0.000142979140607827,0.000120608254662384,0.000129362079597557,0.000103100604792038,9.53194270718845e-05,9.72647215019229e-05,0.00315429491830736,0.00312025226578169,0.00287125457873676,0.00308426431882598,0.00270006866889338,0.00237617714629198,0.00221179976695373,0.00233921655212125,0.00182371352816105,0.00174590175095952
0.0464780651512264,0.0273539657994377,0.023762179750422,0.0239792981084177,0.0196624742847375,0.0177241280389202,0.0161777737607061,0.0113461534682938,0.011029809073386,0.0110170374052686,0.000163084377499072,0.000166031685526163,0.000144418093327491,0.000129681553192033,0.000114945013056575,0.000143435657318461,0.000111015269020452,0.000129681553192033,0.000102173344939177,9.92260369120857e-05,0.00310744509656364,0.00297579867135354,0.00304260431996762,0.00298169328740772,0.00268205030465341,0.00243152912235062,0.00231068949323986,0.00225469064072512,0.00192557457769988,0.00177133212428208
0.047009365729567,0.0268854900318775,0.0238399491224813,0.0234755507451897,0.019751577084576,0.0174091571633413,0.0162655980281011,0.0112390729863286,0.0110168788538338,0.0107719715433506,0.000176767776518129,0.000154054598529766,0.000144179303752217,0.000151092010096501,0.00011257836046406,0.000118503537330589,0.000138254126885688,0.000105665654119775,0.000101715536208756,8.8877652997942e-05,0.00299813949446391,0.0029853016112531,0.00301295243663023,0.00290432419407719,0.002614978057095,0.00244314792796565,0.00211923825926204,0.00228020556413609,0.00196320860177676,0.00167287493531682
0.0466417433726249,0.0271099789488581,0.0238815475242796,0.0236240592341001,0.0197450276259383,0.0178138654495922,0.0162089861447713,0.0111781366889365,0.0110110641342398,0.0109304761960921,0.000171003673630644,0.000166089774963097,0.00016019309656204,0.000128744145089738,0.000131692484290266,0.000132675264023775,0.00012383024642219,0.000108105770686039,0.000110071330153058,0.000100243532817964,0.00307118666721702,0.00299944374667083,0.00309379060108774,0.00293556306399272,0.00268691979141483,0.00233213630761792,0.00225547948840418,0.00219552992466011,0.00192526549794501,0.00175327904458085
0.0470303586533831,0.0270479461699884,0.0237982930458408,0.0237884456121313,0.0199735497930562,0.0175747149414127,0.0161655471775778,0.0111463102158262,0.0110360189582794,0.0107583213276704,0.000187101240481224,0.000160513169465471,0.000164452142949287,0.000127031894853042,0.000139833558675441,0.000145742018901164,0.000130970868336857,8.86269033858431e-05,0.000112260744288735,0.000100443823837289,0.00310391110524642,0.00298475715736101,0.00304975021984396,0.00294930639600667,0.0026076004462857,0.00240178908175635,0.002195977717227,0.00222847424846848,0.00193502072392424,0.00176170589063637
0.0467449434649607,0.0272898679200265,0.023987383637136,0.023379260980639,0.0197945379528671,0.0181292323688075,0.0161904170732133,0.0113904186250415,0.0112798508693147,0.0106659088572531,0.000167791418778284,0.000157122600243249,0.000141604318737743,0.000121236574261766,0.000124146252044049,0.000135784963173178,0.000158092492837343,0.000102808614973978,9.89290445976013e-05,7.75914075275304e-05,0.00305516167139651,0.00292907563416427,0.00307940898624886,0.0029736906934926,0.00263907774853013,0.00245479815565224,0.00228506695168577,0.00229185619984443,0.00186510345844301,0.00182048839911468
0.0466019549689849,0.0270571287110414,0.0235728522139552,0.0235193527144187,0.01982496909188,0.017814360627481,0.016321238231326,0.0113934479649277,0.0110053334137447,0.0108973616964983,0.00018287101659749,0.000146880444182027,0.000143962289661854,0.000127426080714209,0.000128398798887599,0.000139098698794899,0.000130344235234381,0.000101162690032654,9.04627901253542e-05,9.33809446455269e-05,0.00311464359119768,0.00307670758243543,0.00287438220237012,0.00301250818299163,0.00261563916824814,0.00250183114196141,0.00228102411660167,0.00228977858016219,0.00202714467334665,0.00178980143903927
0.0468666716677788,0.0269655357572934,0.0240082992139041,0.0238908388839097,0.0196908917904113,0.017173884719102,0.0163674553946864,0.0112988940961872,0.0111241841935904,0.0108073374210844,0.000188528764949048,0.000123382699573984,0.000159903978647884,0.000146085116295597,0.000125356822767168,0.00012634388436376,0.00013720156192627,0.000111537960414882,9.08096668864524e-05,0.000119434453187617,0.00312306289161669,0.0030973992901053,0.00296513303616199,0.00312799819959965,0.00272231588340039,0.00236796077022391,0.00220805679157602,0.00223174626989423,0.00196227845402465,0.0017253836708426
0.0466966178888671,0.0271732148032472,0.0236167146543542,0.0238338294772214,0.0196508833485878,0.0178681515461464,0.016327433055433,0.0114074916565164,0.0110389940213749,0.0108935868464271,0.000192216334006256,0.000149390933165484,0.000140427477175555,0.000145407174947738,0.000136443718957809,0.000116524927869078,0.000125488383859007,0.000100589894998093,0.000105569592770276,0.000101585834552529,0.00307446540454567,0.00297785926776532,0.002990806481973,0.00305255473434806,0.00281751299950103,0.0024978164025269,0.00220401423396811,0.00226177872812543,0.00193112679605249,0.00182356532417335
0.0465734940329468,0.0270088191458616,0.0235210102020384,0.0235742742526511,0.0195340973765482,0.0175583956473407,0.0163915183903998,0.0113985068311145,0.0111815051434332,0.0108224659874514,0.000182478691913827,0.000146969324838704,0.000152887552684557,0.000136119240454638,0.000142037468300492,0.000124282784762931,0.000124282784762931,0.000112446329071223,0.000104555358610084,0.000106528101225369,0.0031662518975318,0.00298969143346383,0.00304098274146123,0.00292557729846708,0.00271646658124691,0.00251721957710317,0.00220848535781112,0.00230712248857535,0.0018326778895994,0.00175475455629566
0.0469499974406124,0.0270989931762788,0.0237018982781227,0.0236192103698512,0.0198254103879638,0.0174048203113003,0.0165415191737509,0.0113124933554359,0.0110555702118779,0.0107868345099954,0.000156516397799714,0.000163407056822343,0.000173250855426099,0.000133875661011076,0.000137813180452578,0.000136828800592203,0.000144703839475207,0.000104344265199809,0.000104344265199809,0.000119109963105443,0.00303090559009635,0.00299153039568133,0.0029925147755417,0.00293049884433804,0.00271393527505542,0.00238810554127111,0.00225718301984116,0.00222371410458839,0.00195300964298511,0.00181224332295141
0.0466214225363381,0.0270479375740274,0.0239736652623815,0.0235999914142823,0.0196934898795853,0.0178417066845666,0.016380183383124,0.0114199801357714,0.011148749509736,0.0107106827791968,0.000168787403971675,0.00015415265796257,0.000132688363815883,0.000139517911953465,0.00012293186647648,0.000150250059026809,0.000125858815678301,0.000124883165944361,0.000110248419935256,8.58571765867479e-05,0.00309768790526051,0.0028869475627294,0.00298060993718767,0.00300890377947194,0.00259035004361154,0.00233960806198888,0.002272288230347,0.00209667127823774,0.00190349263091756,0.00176787731789986
